Feature_A,Feature_B,Feature_C,Feature_D,Feature_E,Feature_F,Feature_G,Feature_H,Feature_I,Feature_J,Feature_K,Feature_L,Feature_M,Feature_N,Label
6.6,B_3,34073.4,D_2,0.9,F_2,G_6,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.9,B_1,7751.6,D_1,1.3,F_1,G_1,H_1,I_1,J_1,217.4,0.0,4.0,N_1,Yes
3.9,B_2,32640.0,D_4,1.4,F_1,G_4,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.4,B_3,14670.6,D_6,1.0,F_1,G_5,H_1,I_1,J_2,0.0,0.0,3.0,N_1,Yes
4.0,B_3,10378.9,D_7,1.2,F_3,G_1,H_5,I_2,J_2,0.0,0.0,3.2,N_1,Yes
2.7,B_3,22529.1,D_6,1.0,F_1,G_1,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
4.3,B_3,10466.0,D_1,1.3,F_5,G_4,H_5,I_1,J_1,0.0,0.0,4.5,N_1,Yes
4.7,B_3,21212.0,D_1,1.3,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.5,N_1,No
4.0,B_3,2010.9,D_6,1.0,F_3,G_3,H_1,I_4,J_2,0.0,0.0,8.4,N_1,Yes
4.6,B_3,26828.1,D_1,1.3,F_1,G_4,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
2.2,B_3,15442.2,D_6,1.0,F_3,G_6,H_4,I_3,J_2,0.0,0.0,3.0,N_13,Yes
1.9,B_3,28526.3,D_2,0.9,F_1,G_1,H_4,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.5,B_3,11138.7,D_6,1.0,F_2,G_3,H_2,I_1,J_1,0.0,157.9,4.0,N_1,Yes
3.5,B_3,26057.8,D_2,0.9,F_3,G_2,H_5,I_1,J_2,0.0,0.0,4.0,N_1,No
5.0,B_3,3483.2,D_1,1.3,F_2,G_11,H_2,I_1,J_1,1502.4,0.0,4.0,N_1,No
2.2,B_3,36113.8,D_2,0.9,F_1,G_3,H_6,I_1,J_1,0.0,0.0,5.0,N_1,Yes
4.7,B_5,5648.2,D_6,1.0,F_2,G_4,H_2,I_2,J_1,768.8,0.0,5.0,N_1,No
4.8,B_6,19318.8,D_1,1.3,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
3.2,B_3,18548.0,D_8,1.1,F_3,G_5,H_5,I_1,J_2,0.0,0.0,4.0,N_1,Yes
3.7,B_3,16674.4,D_2,0.9,F_3,G_5,H_5,I_1,J_2,0.0,0.0,1.2,N_1,Yes
4.4,B_3,19903.1,D_6,1.0,F_3,G_8,H_4,I_1,J_1,0.0,138.0,4.0,N_1,Yes
5.4,B_2,10501.0,D_1,1.3,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
4.4,B_3,10159.3,D_1,1.3,F_2,G_6,H_2,I_1,J_1,0.0,0.0,6.0,N_1,Yes
6.5,,11191.6,D_2,0.9,F_2,,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.9,B_3,10311.1,D_2,0.9,F_1,G_5,H_4,I_1,J_1,0.0,0.0,3.0,N_10,Yes
4.9,B_3,29813.0,D_9,0.4,F_2,G_10,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
5.7,B_3,9442.9,D_2,0.9,F_2,G_3,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.6,B_3,10115.0,D_2,0.9,F_3,G_2,H_1,I_1,J_2,0.0,0.0,4.1,N_1,Yes
3.3,B_3,13531.2,D_1,1.3,F_1,G_4,H_1,I_1,J_1,0.0,0.0,4.0,N_1,No
3.5,B_3,4013.5,D_6,1.0,F_2,G_3,H_2,I_1,J_1,0.0,204.2,4.0,N_1,Yes
5.9,B_3,20839.5,D_4,1.4,F_3,G_4,H_1,I_1,J_1,0.0,0.0,5.0,N_1,Yes
3.7,B_5,22174.0,D_1,1.3,F_2,G_4,H_3,I_1,J_2,0.0,0.0,3.0,N_1,No
2.5,B_3,2959.9,D_6,1.0,F_2,G_8,H_2,I_1,J_1,0.0,0.0,3.8,N_1,Yes
4.5,B_3,8429.8,D_8,1.1,F_2,G_2,H_2,I_1,J_1,0.0,197.7,5.0,N_1,No
2.0,B_3,21266.8,D_6,1.0,F_1,G_6,H_4,I_1,J_2,0.0,0.0,3.0,N_1,Yes
4.5,B_5,19541.8,D_4,1.4,F_3,G_4,H_1,I_2,J_1,0.0,0.0,4.0,N_1,Yes
2.9,B_3,21720.0,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.1,B_2,22650.5,D_2,0.9,F_3,G_5,H_5,I_1,J_2,0.0,0.0,4.0,N_1,Yes
3.1,B_3,13299.6,D_2,0.9,F_2,G_4,H_2,I_1,J_1,517.8,0.0,4.5,N_1,No
4.6,B_6,32821.6,D_1,1.3,F_2,G_6,H_2,I_1,J_1,0.0,190.2,4.2,,No
3.1,B_1,18182.4,D_1,1.3,F_2,G_4,H_3,I_1,J_2,0.0,190.2,3.5,N_1,No
3.6,B_1,11655.4,D_1,1.3,F_1,G_1,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
5.3,B_1,10450.1,D_10,1.6,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.0,,No
3.0,B_3,28092.7,D_1,1.3,F_1,G_1,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
4.1,B_3,11639.1,D_1,1.3,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
4.7,B_3,19283.5,D_2,0.9,F_2,G_1,H_2,I_1,J_1,0.0,0.0,5.0,N_1,No
2.5,B_4,14425.9,D_2,0.9,F_1,G_1,H_4,I_2,J_1,0.0,0.0,4.0,N_1,Yes
6.5,,14311.8,D_2,0.9,F_7,,H_5,I_1,J_2,0.0,220.6,1.0,N_1,Yes
2.5,B_3,19787.1,D_6,1.0,F_2,G_6,H_2,I_1,J_1,0.0,0.0,4.4,N_1,No
4.7,,11156.3,D_8,1.1,F_3,,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.6,B_3,20121.7,D_2,0.9,F_3,G_4,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
2.9,B_3,20218.2,D_6,1.0,F_2,G_7,H_2,I_1,J_1,0.0,0.0,5.0,N_1,Yes
4.0,B_2,33554.9,D_11,1.5,F_1,G_4,H_1,I_1,J_1,0.0,244.4,4.5,N_1,No
3.4,B_3,15716.5,D_6,1.0,F_3,G_5,H_5,I_1,J_2,0.0,0.0,4.0,N_1,Yes
2.7,B_5,20049.2,D_1,1.3,F_1,G_4,H_4,I_1,J_2,0.0,0.0,4.0,N_1,Yes
5.1,B_6,22946.5,D_4,1.4,F_2,G_2,H_2,I_1,J_1,1502.4,0.0,5.0,N_1,No
2.3,B_3,25750.9,D_6,1.0,F_1,G_6,H_1,I_1,J_1,0.0,0.0,2.5,N_1,Yes
2.8,B_2,20498.4,D_1,1.3,F_1,G_11,H_1,I_1,J_1,0.0,0.0,4.5,N_1,Yes
5.1,B_3,18361.1,D_7,1.2,F_3,G_2,H_5,I_1,J_1,0.0,0.0,5.5,N_11,Yes
2.1,B_3,21035.5,D_3,0.7,F_1,G_4,H_1,I_1,J_2,0.0,0.0,2.4,N_1,Yes
2.9,B_3,24366.0,D_2,0.9,F_2,G_10,H_2,I_1,J_1,0.0,0.0,5.0,N_1,No
5.2,,11520.9,D_11,1.5,F_4,,H_5,I_3,J_2,0.0,0.0,4.0,N_37,Yes
3.5,,14417.2,D_7,1.2,F_2,,H_3,I_1,J_2,0.0,0.0,1.6,N_1,Yes
5.4,B_3,31102.0,D_2,0.9,F_2,G_5,H_2,I_1,J_1,0.0,0.0,5.0,N_1,Yes
3.3,B_3,17671.1,D_7,1.2,F_1,G_1,H_1,I_1,J_1,0.0,0.0,5.0,N_1,Yes
3.2,B_3,3646.7,D_7,1.2,F_2,G_1,H_2,I_1,J_1,0.0,0.0,4.5,N_1,No
5.6,B_3,29064.1,D_1,1.3,F_2,G_2,H_2,I_1,J_1,0.0,0.0,5.0,N_1,No
2.6,B_3,37832.2,D_3,0.7,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
6.9,B_3,10287.4,D_2,0.9,F_7,G_1,H_1,I_1,J_2,0.0,0.0,2.4,N_1,Yes
3.5,B_3,23975.5,D_1,1.3,F_1,G_5,H_1,I_1,J_1,0.0,0.0,3.8,N_1,Yes
6.1,B_3,14940.5,D_2,0.9,F_2,G_5,H_2,I_2,J_1,0.0,0.0,4.0,N_1,Yes
4.2,B_3,9183.6,D_13,0.6,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.3,B_3,16793.9,D_2,0.9,F_2,G_5,H_4,I_1,J_2,0.0,0.0,2.5,N_1,Yes
4.1,B_1,2689.2,D_1,1.3,F_1,G_1,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.4,,15115.3,D_6,1.0,F_1,,H_1,I_3,J_1,9999.9,0.0,5.0,N_6,No
4.9,B_6,12589.2,D_4,1.4,F_2,G_2,H_2,I_1,J_1,0.0,0.0,5.0,N_1,No
3.0,B_3,6619.4,D_1,1.3,F_1,G_4,H_1,I_1,J_2,0.0,0.0,6.0,N_32,Yes
3.2,B_3,23894.4,D_2,0.9,F_2,G_10,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.1,B_1,10976.2,D_4,1.4,F_1,G_4,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.8,B_3,26932.3,D_2,0.9,F_2,G_1,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
5.8,B_3,11938.6,D_8,1.1,F_3,G_1,H_1,I_1,J_2,0.0,0.0,6.0,N_1,Yes
2.9,B_3,3438.3,D_8,1.1,F_2,G_8,H_2,I_1,J_1,0.0,0.0,5.5,N_1,Yes
4.8,B_2,16791.8,D_4,1.4,F_2,G_6,H_2,I_3,J_1,0.0,0.0,5.0,N_4,Yes
3.2,B_3,8005.8,D_2,0.9,F_2,G_1,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.8,B_3,11979.3,D_2,0.9,F_1,G_6,H_4,I_1,J_1,0.0,0.0,6.0,N_1,Yes
4.4,B_3,17142.4,D_1,1.3,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
1.9,B_3,37507.7,D_2,0.9,F_1,G_6,H_4,I_1,J_1,0.0,0.0,5.0,N_1,Yes
3.8,B_3,13287.9,D_2,0.9,F_2,G_7,H_2,I_1,J_1,729.8,0.0,5.0,N_1,No
4.5,B_3,20510.0,D_1,1.3,F_2,G_2,H_2,I_1,J_1,1502.4,0.0,6.0,N_1,No
2.1,B_3,23544.2,D_2,0.9,F_2,G_1,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
5.7,B_3,10842.6,D_2,0.9,F_2,G_5,H_2,I_2,J_1,0.0,0.0,4.8,N_9,Yes
2.3,B_3,20859.8,D_6,1.0,F_1,G_6,H_1,I_1,J_1,0.0,0.0,4.5,N_1,Yes
5.8,B_5,14742.8,D_4,1.4,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
3.5,B_3,2595.5,D_3,0.7,F_1,G_5,H_5,I_4,J_1,0.0,0.0,4.0,N_1,Yes
2.8,B_3,18472.3,D_1,1.3,F_1,G_11,H_1,I_1,J_2,0.0,198.0,3.5,N_1,Yes
2.3,B_3,21561.6,D_2,0.9,F_1,G_4,H_1,I_1,J_2,0.0,0.0,4.0,N_10,Yes
3.1,B_3,15294.0,D_6,1.0,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.8,B_3,8581.2,D_6,1.0,F_2,G_6,H_3,I_1,J_2,0.0,0.0,4.0,N_1,Yes
5.4,B_3,24054.2,D_6,1.0,F_3,G_6,H_5,I_1,J_2,0.0,0.0,4.8,N_1,Yes
4.8,B_2,32860.6,D_11,1.5,F_3,G_4,H_5,I_1,J_1,1408.4,0.0,6.3,N_1,No
3.7,B_3,22759.7,D_6,1.0,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.6,B_3,13397.4,D_8,1.1,F_3,G_6,H_5,I_1,J_2,0.0,0.0,4.0,N_1,Yes
5.7,B_5,17413.2,D_4,1.4,F_2,G_4,H_3,I_2,J_2,0.0,197.7,4.0,N_1,No
6.3,B_3,33947.3,D_6,1.0,F_3,G_6,H_1,I_1,J_2,0.0,0.0,6.0,N_1,Yes
3.1,B_3,3537.8,D_6,1.0,F_3,G_1,H_1,I_1,J_2,0.0,0.0,4.5,N_1,Yes
2.8,,19408.7,D_6,1.0,F_1,,H_6,I_1,J_2,0.0,0.0,4.0,N_1,Yes
1.7,B_3,23478.0,D_2,0.9,F_1,G_9,H_4,I_2,J_1,0.0,0.0,4.0,N_1,Yes
5.5,B_2,18972.1,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,2.0,N_1,Yes
3.8,B_1,3418.0,D_6,1.0,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.5,B_6,28191.1,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.8,N_1,Yes
4.1,B_3,35591.8,D_6,1.0,F_2,G_8,H_2,I_1,J_1,0.0,0.0,6.5,N_1,No
3.6,B_2,18897.2,D_10,1.6,F_5,G_4,H_5,I_1,J_2,0.0,0.0,1.0,N_10,Yes
4.2,B_3,25179.5,D_6,1.0,F_2,G_4,H_3,I_1,J_2,0.0,0.0,5.0,N_1,No
3.1,B_3,11493.7,D_7,1.2,F_2,G_1,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
3.1,B_4,16831.2,D_8,1.1,F_1,G_2,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
1.9,B_3,21776.9,D_6,1.0,F_1,G_5,H_4,I_1,J_2,0.0,0.0,1.5,N_1,Yes
4.8,B_3,9679.8,D_4,1.4,F_3,G_6,H_1,I_1,J_1,0.0,0.0,3.5,N_1,Yes
4.1,B_3,25504.4,D_1,1.3,F_3,G_2,H_1,I_1,J_2,0.0,0.0,5.5,N_1,Yes
2.0,B_3,17406.3,D_6,1.0,F_1,G_5,H_4,I_1,J_2,0.0,0.0,4.0,N_1,Yes
6.2,B_3,17874.5,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.5,N_1,No
2.4,B_3,17446.1,D_6,1.0,F_1,G_2,H_4,I_1,J_2,0.0,0.0,4.5,N_1,Yes
5.4,B_3,5038.5,D_1,1.3,F_3,G_2,H_1,I_2,J_2,0.0,0.0,4.5,N_1,No
2.3,B_3,30820.5,D_7,1.2,F_1,G_5,H_4,I_1,J_1,0.0,0.0,2.0,N_1,Yes
1.9,B_3,31686.8,D_6,1.0,F_1,G_5,H_4,I_1,J_1,0.0,0.0,3.0,N_5,Yes
3.7,B_3,13146.3,D_13,0.6,F_3,G_5,H_5,I_1,J_2,0.0,0.0,3.3,N_1,Yes
3.6,B_3,7028.2,D_6,1.0,F_3,G_1,H_5,I_2,J_2,0.0,0.0,4.0,N_1,Yes
1.7,B_3,29344.0,D_3,0.7,F_1,G_1,H_4,I_1,J_2,0.0,0.0,1.5,N_1,Yes
3.5,B_3,15379.0,D_6,1.0,F_1,G_6,H_1,I_4,J_2,0.0,0.0,4.0,N_1,Yes
6.1,B_3,16243.2,D_2,0.9,F_7,G_2,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
3.2,B_3,8417.9,D_2,0.9,F_1,G_3,H_1,I_1,J_2,0.0,0.0,4.5,N_1,Yes
3.0,B_1,4614.4,D_2,0.9,F_6,G_1,H_4,I_1,J_2,0.0,0.0,3.8,N_1,Yes
5.5,B_3,27622.9,D_2,0.9,F_7,G_6,H_1,I_1,J_2,0.0,0.0,3.8,N_1,Yes
5.2,B_3,5493.3,D_4,1.4,F_3,G_4,H_4,I_1,J_2,0.0,0.0,4.0,N_1,Yes
4.8,B_3,24805.9,D_1,1.3,F_2,G_2,H_2,I_1,J_1,501.3,0.0,4.5,N_1,Yes
2.6,B_3,6429.3,D_6,1.0,F_1,G_4,H_1,I_1,J_2,0.0,0.0,3.5,N_1,Yes
5.6,B_3,15774.9,D_6,1.0,F_2,G_9,H_2,I_1,J_1,0.0,0.0,6.0,N_1,No
2.8,,3721.5,D_1,1.3,F_1,,H_4,I_1,J_1,0.0,0.0,4.5,N_1,Yes
3.4,B_3,21686.4,D_2,0.9,F_3,G_5,H_5,I_1,J_2,0.0,377.0,4.5,N_1,Yes
4.5,B_3,19959.0,D_12,0.3,F_2,G_8,H_2,I_1,J_1,0.0,0.0,3.8,N_5,Yes
1.9,B_3,56080.4,D_6,1.0,F_1,G_1,H_4,I_1,J_2,0.0,0.0,3.0,N_1,Yes
5.5,B_3,15707.9,D_6,1.0,F_2,G_12,H_2,I_2,J_1,0.0,0.0,4.0,,No
2.4,B_3,14596.4,D_1,1.3,F_1,G_2,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.1,B_3,12546.1,D_6,1.0,F_3,G_7,H_1,I_1,J_1,0.0,0.0,4.0,N_1,No
4.1,B_3,21305.5,D_7,1.2,F_1,G_1,H_1,I_5,J_2,0.0,0.0,5.0,N_1,Yes
2.6,B_3,27570.3,D_6,1.0,F_2,G_6,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.4,B_3,22739.9,D_8,1.1,F_2,G_2,H_2,I_2,J_1,0.0,0.0,4.0,N_1,Yes
3.7,B_6,34208.4,D_6,1.0,F_2,G_2,H_2,I_1,J_1,0.0,0.0,6.0,N_1,No
2.2,B_3,11020.0,D_1,1.3,F_1,G_4,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
5.2,B_2,4149.6,D_6,1.0,F_2,G_6,H_2,I_1,J_1,0.0,0.0,4.5,N_1,Yes
3.7,B_3,15290.9,D_8,1.1,F_2,G_1,H_2,I_1,J_1,768.8,0.0,4.0,N_1,No
6.7,,18450.6,D_3,0.7,F_2,,H_2,I_1,J_1,0.0,41.9,0.3,N_1,Yes
3.6,B_1,19463.0,D_2,0.9,F_7,G_2,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
3.7,B_2,13731.4,D_2,0.9,F_2,G_2,H_2,I_1,J_1,0.0,0.0,6.0,N_1,Yes
2.2,B_3,24392.3,D_2,0.9,F_2,G_8,H_6,I_1,J_1,0.0,0.0,8.0,N_1,Yes
4.6,B_3,13862.6,D_6,1.0,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.5,B_3,19905.8,D_4,1.4,F_2,G_2,H_2,I_1,J_1,729.8,0.0,5.0,N_1,No
1.9,B_3,18235.5,D_6,1.0,F_1,G_1,H_4,I_2,J_2,0.0,0.0,2.0,N_1,Yes
3.1,B_3,36731.4,D_2,0.9,F_3,G_1,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
6.1,B_4,16015.5,D_6,1.0,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
1.8,B_3,31808.2,D_6,1.0,F_1,G_6,H_4,I_1,J_1,0.0,0.0,3.5,N_1,Yes
3.0,B_5,37099.0,D_4,1.4,F_1,G_4,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
3.6,B_2,29512.7,D_2,0.9,F_2,G_9,H_2,I_1,J_1,0.0,0.0,8.4,N_1,Yes
5.3,B_3,19499.5,D_12,0.3,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.5,N_14,Yes
2.0,B_2,21740.4,D_13,0.6,F_1,G_10,H_4,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.7,B_3,34549.3,D_11,1.5,F_2,G_4,H_2,I_3,J_1,9999.9,0.0,5.5,N_21,No
4.4,B_1,17432.5,D_4,1.4,F_2,G_4,H_2,I_2,J_1,768.8,0.0,4.0,N_1,No
4.7,B_3,3484.5,D_2,0.9,F_2,G_8,H_2,I_1,J_1,0.0,0.0,6.0,N_1,Yes
4.5,B_5,31828.0,D_2,0.9,F_7,G_12,H_1,I_1,J_1,0.0,0.0,4.0,N_1,No
3.9,B_3,23800.8,D_2,0.9,F_7,G_1,H_4,I_1,J_2,0.0,0.0,4.0,N_1,Yes
6.2,B_3,27009.2,D_4,1.4,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
6.6,,19032.4,D_2,0.9,F_2,,H_2,I_2,J_1,0.0,0.0,1.8,N_1,Yes
7.1,B_2,13073.1,D_2,0.9,F_7,G_1,H_1,I_1,J_2,0.0,0.0,3.5,N_1,Yes
2.2,B_4,21844.5,D_6,1.0,F_1,G_2,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
3.5,B_3,16579.9,D_2,0.9,F_3,G_2,H_1,I_1,J_1,0.0,0.0,6.0,N_1,Yes
3.8,B_1,22042.1,D_1,1.3,F_1,G_2,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
5.1,B_5,3521.1,D_4,1.4,F_2,G_4,H_2,I_4,J_1,0.0,0.0,4.0,N_1,Yes
4.7,B_5,28506.0,D_4,1.4,F_2,G_2,H_2,I_1,J_1,0.0,197.7,4.1,N_1,No
4.4,B_5,16094.3,D_2,0.9,F_2,G_8,H_2,I_2,J_1,0.0,0.0,4.0,N_1,Yes
4.5,B_3,18627.2,D_2,0.9,F_2,G_3,H_2,I_2,J_1,729.8,0.0,4.0,N_1,No
2.6,B_3,14268.9,D_1,1.3,F_1,G_4,H_1,I_1,J_1,0.0,0.0,4.5,,Yes
3.6,B_3,18389.2,D_6,1.0,F_2,G_7,H_2,I_1,J_1,729.8,0.0,4.4,N_1,No
3.4,B_3,6925.1,D_2,0.9,F_2,G_8,H_2,I_3,J_1,0.0,0.0,4.0,N_1,No
3.6,B_3,15183.5,D_2,0.9,F_2,G_5,H_2,I_1,J_1,0.0,0.0,6.0,N_1,No
6.3,B_3,10241.2,D_2,0.9,F_3,G_6,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
3.0,B_3,11739.3,D_2,0.9,F_1,G_6,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
3.9,B_5,5742.4,D_1,1.3,F_3,G_1,H_5,I_1,J_2,0.0,0.0,3.5,N_1,Yes
3.8,B_3,34873.9,D_11,1.5,F_2,G_4,H_2,I_1,J_1,0.0,0.0,6.0,N_1,Yes
4.9,B_2,17904.8,D_2,0.9,F_2,G_6,H_2,I_1,J_1,0.0,0.0,6.0,N_35,Yes
3.7,B_5,5115.8,D_6,1.0,F_2,G_11,H_3,I_1,J_2,729.8,0.0,3.6,N_1,No
3.6,B_2,28312.2,D_2,0.9,F_2,G_9,H_2,I_1,J_1,0.0,190.2,6.0,N_1,No
3.5,B_3,14890.3,D_2,0.9,F_2,G_5,H_3,I_1,J_2,0.0,0.0,1.6,N_1,No
3.8,B_3,23975.5,D_2,0.9,F_2,G_10,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.9,B_3,11918.2,D_2,0.9,F_5,G_5,H_1,I_2,J_2,0.0,0.0,3.5,N_1,Yes
7.1,B_3,26970.8,D_1,1.3,F_3,G_11,H_4,I_1,J_2,232.9,0.0,1.6,N_1,Yes
4.5,B_6,14271.9,D_1,1.3,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
4.0,B_4,17759.5,D_6,1.0,F_2,G_7,H_2,I_1,J_1,0.0,157.9,4.0,N_1,Yes
7.5,B_2,23174.1,D_10,1.6,F_2,G_4,H_2,I_1,J_1,493.1,0.0,0.3,N_1,Yes
3.6,B_3,17253.8,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,5.2,N_1,No
3.0,B_3,21102.8,D_2,0.9,F_1,G_1,H_1,I_1,J_2,0.0,0.0,4.5,N_1,Yes
2.4,B_3,4270.6,D_8,1.1,F_1,G_12,H_1,I_1,J_1,0.0,0.0,6.0,N_1,Yes
2.1,B_3,10941.4,D_6,1.0,F_1,G_4,H_4,I_3,J_1,0.0,197.4,4.0,N_1,Yes
6.7,B_3,12684.9,D_13,0.6,F_2,G_8,H_2,I_4,J_1,0.0,0.0,2.0,N_1,Yes
2.7,B_3,10432.9,D_3,0.7,F_2,G_6,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.3,,11370.0,D_1,1.3,F_1,,H_4,I_1,J_1,0.0,0.0,5.0,N_1,Yes
5.0,B_3,12837.8,D_12,0.3,F_2,G_3,H_2,I_1,J_1,0.0,0.0,5.5,,Yes
3.9,B_3,9894.8,D_7,1.2,F_1,G_6,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
4.2,B_3,15744.3,D_1,1.3,F_2,G_4,H_3,I_3,J_2,0.0,0.0,2.7,N_21,No
5.2,B_4,29085.6,D_1,1.3,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
4.0,B_1,34596.9,D_7,1.2,F_2,G_1,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
2.9,B_3,15147.6,D_6,1.0,F_5,G_6,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
6.7,,40761.8,D_5,0.5,F_3,,H_1,I_1,J_2,205.0,0.0,4.0,N_1,Yes
2.9,B_3,35556.9,D_8,1.1,F_1,G_2,H_5,I_1,J_2,0.0,0.0,5.0,N_1,Yes
3.6,B_3,18856.3,D_6,1.0,F_2,G_6,H_2,I_1,J_1,517.8,0.0,5.0,N_1,No
6.4,B_5,20298.4,D_2,0.9,F_2,G_7,H_2,I_1,J_1,313.7,0.0,4.0,N_1,Yes
2.1,B_4,16900.3,D_16,0.8,F_1,G_1,H_4,I_2,J_1,0.0,0.0,2.5,N_1,Yes
4.9,B_3,13372.9,D_6,1.0,F_2,G_5,H_2,I_1,J_1,0.0,0.0,1.7,N_1,Yes
4.7,B_3,30363.7,D_2,0.9,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.9,N_1,No
3.3,B_3,23247.5,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
5.8,B_2,3572.3,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,6.0,N_1,Yes
2.9,B_3,22485.8,D_6,1.0,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.5,N_1,Yes
3.4,B_3,17077.2,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,5.0,N_1,Yes
4.5,B_3,19048.2,D_2,0.9,F_3,G_10,H_5,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.8,B_3,49900.1,D_2,0.9,F_1,G_7,H_5,I_1,J_1,0.0,0.0,4.0,N_5,Yes
4.6,B_5,37567.5,D_16,0.8,F_2,G_5,H_2,I_1,J_1,0.0,0.0,3.5,N_1,No
2.8,B_3,8841.9,D_2,0.9,F_1,G_2,H_1,I_3,J_2,0.0,0.0,4.0,N_9,Yes
4.2,B_3,8341.1,D_6,1.0,F_3,G_2,H_1,I_1,J_1,0.0,140.8,4.0,N_1,Yes
4.3,B_2,19345.9,D_6,1.0,F_2,G_7,H_2,I_1,J_1,0.0,0.0,6.0,N_1,Yes
6.3,B_2,14714.0,D_9,0.4,F_2,G_9,H_2,I_1,J_1,0.0,0.0,6.0,N_1,No
5.0,B_5,5017.8,D_6,1.0,F_2,G_7,H_2,I_1,J_1,406.4,0.0,5.5,N_1,Yes
5.6,B_3,19286.9,D_2,0.9,F_2,G_10,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
2.3,,23497.0,D_6,1.0,F_1,,H_4,I_2,J_2,0.0,0.0,4.0,N_1,Yes
