entry_id,Feature_A,Feature_B,Feature_C,Feature_D,Feature_E,Feature_F,Feature_G,Feature_H,Feature_I,Feature_J,Feature_K,Feature_L,Feature_M,Feature_N
entry_4630,2.5,B_3,17672.9,D_1,1.3,F_2,G_7,H_2,I_1,J_1,0.0,0.0,6.0,N_1
entry_4631,2.8,B_5,15486.3,D_2,0.9,F_1,G_12,H_6,I_2,J_1,0.0,187.6,4.0,N_1
entry_4632,2.9,B_3,13313.6,D_16,0.8,F_2,G_8,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_4633,2.3,B_3,18850.5,D_1,1.3,F_1,G_5,H_4,I_1,J_2,0.0,0.0,2.5,N_1
entry_4634,4.1,B_3,18256.7,D_1,1.3,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.0,
entry_4635,4.6,B_3,7301.9,D_1,1.3,F_1,G_4,H_1,I_1,J_2,0.0,0.0,4.0,N_1
entry_4636,2.5,B_2,10800.1,D_5,0.5,F_1,G_7,H_1,I_1,J_1,0.0,0.0,1.5,N_1
entry_4637,3.3,B_3,9196.4,D_6,1.0,F_1,G_1,H_5,I_1,J_1,0.0,0.0,4.0,N_1
entry_4638,6.3,B_3,14309.8,D_2,0.9,F_2,G_6,H_2,I_1,J_1,406.4,0.0,4.0,N_1
entry_4639,1.9,B_3,43047.1,D_3,0.7,F_1,G_3,H_4,I_1,J_1,0.0,0.0,4.0,N_1
entry_4640,6.3,B_4,12424.4,D_2,0.9,F_7,G_3,H_1,I_2,J_1,0.0,0.0,4.0,N_1
entry_4641,1.9,B_3,21741.8,D_6,1.0,F_1,G_1,H_6,I_2,J_2,0.0,0.0,3.8,N_1
entry_4642,4.5,B_3,16918.0,D_6,1.0,F_7,G_5,H_5,I_1,J_2,0.0,0.0,4.5,N_1
entry_4643,4.2,B_5,11722.7,D_4,1.4,F_3,G_4,H_5,I_1,J_2,0.0,0.0,4.5,N_1
entry_4644,6.4,B_4,17375.4,D_2,0.9,F_2,G_1,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_4645,5.1,B_3,26908.0,D_9,0.4,F_7,G_5,H_5,I_2,J_2,0.0,0.0,4.0,N_1
entry_4646,4.6,B_3,8294.6,D_2,0.9,F_1,G_6,H_1,I_1,J_2,0.0,0.0,4.0,N_1
entry_4647,5.2,,15975.5,D_8,1.1,F_2,,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_4648,3.2,,19924.4,D_13,0.6,F_3,,H_1,I_1,J_2,0.0,0.0,4.0,N_1
entry_4649,4.5,B_6,16044.0,D_2,0.9,F_3,G_2,H_1,I_1,J_1,0.0,0.0,4.2,N_1
entry_4650,3.3,B_1,29628.2,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_4651,2.1,B_3,10986.9,D_2,0.9,F_1,G_7,H_4,I_1,J_1,0.0,0.0,3.0,N_1
entry_4652,2.5,B_3,19922.4,D_1,1.3,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.5,N_1
entry_4653,2.2,,13988.3,D_6,1.0,F_1,,H_4,I_1,J_1,0.0,0.0,4.0,N_1
entry_4654,5.0,B_2,34809.9,D_13,0.6,F_3,G_6,H_1,I_1,J_2,0.0,0.0,5.0,N_1
entry_4655,3.0,B_5,32610.4,D_2,0.9,F_2,G_12,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_4656,3.3,B_3,40110.4,D_2,0.9,F_2,G_3,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_4657,5.2,B_2,20964.2,D_2,0.9,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.5,N_1
entry_4658,3.2,B_3,15307.8,D_1,1.3,F_1,G_5,H_1,I_3,J_1,0.0,0.0,4.0,N_6
entry_4659,5.6,B_3,18655.6,D_6,1.0,F_2,G_7,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_4660,3.6,B_3,29040.9,D_6,1.0,F_2,G_8,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_4661,5.5,B_3,23863.8,D_2,0.9,F_2,G_6,H_2,I_1,J_1,438.6,0.0,4.0,N_1
entry_4662,4.9,B_3,17721.1,D_1,1.3,F_2,G_5,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_4663,5.8,B_1,6957.9,D_6,1.0,F_7,G_4,H_1,I_1,J_2,0.0,0.0,2.0,N_1
entry_4664,3.9,B_3,19630.8,D_6,1.0,F_2,G_5,H_3,I_1,J_2,0.0,0.0,2.4,N_1
entry_4665,4.7,B_6,11692.7,D_2,0.9,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.2,N_1
entry_4666,2.0,,16886.3,D_6,1.0,F_1,,H_4,I_1,J_2,0.0,0.0,2.0,N_1
entry_4667,5.2,B_3,14130.1,D_2,0.9,F_3,G_10,H_1,I_1,J_2,0.0,0.0,4.0,N_1
entry_4668,6.1,B_6,13476.8,D_6,1.0,F_2,G_6,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_4669,4.1,B_4,16829.4,D_2,0.9,F_2,G_1,H_2,I_1,J_1,517.8,0.0,4.0,N_1
entry_4670,4.6,B_3,12407.1,D_4,1.4,F_7,G_4,H_1,I_1,J_2,0.0,0.0,4.4,N_1
entry_4671,2.5,B_3,18629.4,D_2,0.9,F_1,G_1,H_1,I_1,J_2,0.0,0.0,5.0,N_1
entry_4672,1.7,B_3,18306.6,D_13,0.6,F_1,G_5,H_4,I_1,J_2,0.0,0.0,4.0,N_1
entry_4673,2.8,B_3,33138.1,D_1,1.3,F_1,G_1,H_1,I_1,J_1,0.0,0.0,4.0,N_1
entry_4674,2.3,B_3,14511.1,D_2,0.9,F_1,G_8,H_5,I_1,J_1,0.0,0.0,5.0,N_1
entry_4675,4.0,B_3,21001.3,D_2,0.9,F_2,G_8,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_4676,6.1,B_2,11502.3,D_4,1.4,F_2,G_7,H_2,I_1,J_1,0.0,0.0,0.4,
entry_4677,6.4,B_3,6189.2,D_2,0.9,F_7,G_14,H_1,I_1,J_2,0.0,0.0,1.5,N_1
entry_4678,3.7,B_2,24130.6,D_2,0.9,F_3,G_7,H_1,I_1,J_1,0.0,0.0,4.0,N_1
entry_4679,2.4,B_3,17728.7,D_16,0.8,F_1,G_5,H_4,I_1,J_2,0.0,0.0,3.8,N_1
entry_4680,3.5,B_3,4812.3,D_16,0.8,F_2,G_7,H_3,I_1,J_2,0.0,0.0,5.0,N_1
entry_4681,5.8,B_3,23319.3,D_2,0.9,F_7,G_1,H_1,I_1,J_2,0.0,0.0,2.7,N_1
entry_4682,4.6,B_3,13472.7,D_3,0.7,F_3,G_10,H_5,I_4,J_1,0.0,0.0,4.3,N_11
entry_4683,3.6,B_3,35837.3,D_2,0.9,F_5,G_10,H_1,I_2,J_2,0.0,0.0,3.6,N_1
entry_4684,2.1,,12424.2,D_6,1.0,F_1,,H_4,I_1,J_2,0.0,0.0,4.0,N_1
entry_4685,1.9,B_1,37841.8,D_2,0.9,F_1,G_11,H_4,I_1,J_2,0.0,0.0,4.0,N_1
entry_4686,3.1,B_3,10643.7,D_2,0.9,F_1,G_1,H_1,I_1,J_2,0.0,0.0,4.0,N_1
entry_4687,2.3,B_3,17648.6,D_6,1.0,F_1,G_5,H_6,I_1,J_2,0.0,0.0,2.5,N_1
entry_4688,3.5,B_3,18693.4,D_2,0.9,F_2,G_2,H_2,I_1,J_1,768.8,0.0,5.0,N_1
entry_4689,3.9,B_3,18708.9,D_6,1.0,F_3,G_6,H_1,I_1,J_2,0.0,0.0,4.0,N_1
entry_4690,6.2,B_3,8153.4,D_6,1.0,F_2,G_6,H_2,I_3,J_1,0.0,0.0,4.0,N_1
entry_4691,6.9,,16782.6,D_1,1.3,F_2,,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_4692,1.8,B_3,18331.5,D_3,0.7,F_1,G_6,H_4,I_2,J_2,0.0,0.0,1.0,N_1
entry_4693,4.0,B_2,26632.4,D_6,1.0,F_3,G_2,H_6,I_1,J_1,0.0,156.4,7.0,N_12
entry_4694,5.1,B_2,17589.7,D_5,0.5,F_2,G_7,H_2,I_1,J_1,0.0,0.0,2.0,N_1
entry_4695,4.3,B_4,5606.3,D_1,1.3,F_2,G_6,H_2,I_1,J_1,0.0,0.0,6.0,N_1
entry_4696,5.1,B_3,20991.2,D_1,1.3,F_3,G_2,H_1,I_4,J_1,0.0,0.0,5.0,N_1
entry_4697,2.9,B_3,29970.5,D_6,1.0,F_1,G_3,H_5,I_2,J_1,0.0,0.0,3.7,N_1
entry_4698,4.7,B_3,16411.3,D_6,1.0,F_2,G_7,H_2,I_2,J_1,768.8,0.0,4.0,N_1
entry_4699,5.9,B_3,16856.9,D_2,0.9,F_2,G_10,H_2,I_1,J_1,0.0,188.7,4.0,N_1
entry_4700,5.9,B_2,7062.3,D_9,0.4,F_2,G_6,H_2,I_1,J_1,0.0,0.0,8.5,N_1
entry_4701,3.5,B_5,10326.0,D_4,1.4,F_2,G_4,H_3,I_1,J_2,0.0,0.0,3.5,N_1
entry_4702,4.3,B_3,16384.7,D_1,1.3,F_2,G_9,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_4703,2.0,B_3,21834.3,D_2,0.9,F_1,G_5,H_4,I_1,J_2,0.0,0.0,2.5,N_1
entry_4704,2.5,B_2,17675.6,D_2,0.9,F_1,G_9,H_4,I_1,J_1,0.0,0.0,3.5,N_1
entry_4705,4.5,B_3,18989.0,D_7,1.2,F_3,G_4,H_5,I_1,J_2,545.5,0.0,3.8,N_1
entry_4706,5.1,B_1,6889.8,D_8,1.1,F_3,G_11,H_1,I_1,J_1,0.0,244.4,3.9,N_1
entry_4707,3.9,B_5,15397.6,D_4,1.4,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_4708,2.7,B_5,22529.1,D_7,1.2,F_1,G_4,H_1,I_1,J_2,0.0,0.0,4.0,N_1
entry_4709,5.8,B_3,10901.5,D_6,1.0,F_3,G_1,H_5,I_1,J_2,0.0,0.0,4.0,N_1
entry_4710,3.7,B_2,7505.0,D_8,1.1,F_2,G_7,H_2,I_1,J_1,0.0,0.0,5.5,N_1
entry_4711,4.2,B_2,16681.3,D_6,1.0,F_2,G_9,H_2,I_1,J_1,0.0,0.0,6.0,N_1
entry_4712,3.9,B_3,5264.5,D_6,1.0,F_3,G_6,H_5,I_1,J_2,0.0,0.0,4.0,N_1
entry_4713,4.2,,18401.8,D_6,1.0,F_3,,H_5,I_1,J_1,0.0,0.0,4.0,N_1
entry_4714,6.0,B_3,19937.8,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_4715,2.7,B_3,20377.6,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_4716,4.1,B_3,16962.8,D_2,0.9,F_2,G_10,H_3,I_2,J_2,0.0,0.0,4.0,
entry_4717,5.2,B_4,61702.1,D_1,1.3,F_2,G_11,H_2,I_2,J_1,768.8,0.0,4.0,N_1
entry_4718,5.6,B_6,3572.3,D_9,0.4,F_2,G_7,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_4719,2.0,B_3,18005.2,D_6,1.0,F_1,G_6,H_4,I_1,J_1,0.0,0.0,2.0,N_1
entry_4720,2.7,B_3,40172.3,D_2,0.9,F_1,G_1,H_1,I_2,J_2,0.0,0.0,4.0,N_1
entry_4721,2.1,,8068.0,D_2,0.9,F_1,,H_1,I_1,J_2,0.0,0.0,4.0,N_1
entry_4722,3.5,B_1,21111.5,D_6,1.0,F_1,G_12,H_1,I_2,J_1,0.0,0.0,4.0,N_1
entry_4723,3.7,B_3,2689.8,D_2,0.9,F_3,G_2,H_5,I_1,J_2,0.0,0.0,1.2,N_1
entry_4724,4.9,B_5,19396.0,D_4,1.4,F_2,G_4,H_2,I_1,J_1,0.0,190.2,4.0,N_1
entry_4725,4.5,B_3,33782.5,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.5,N_1
entry_4726,3.5,B_3,34282.4,D_2,0.9,F_1,G_11,H_1,I_1,J_2,115.1,0.0,4.0,N_1
entry_4727,2.4,B_5,15008.4,D_6,1.0,F_5,G_12,H_1,I_1,J_1,0.0,0.0,6.0,N_1
entry_4728,6.4,B_3,16987.1,D_2,0.9,F_2,G_8,H_2,I_1,J_1,0.0,0.0,4.5,N_1
entry_4729,4.2,B_5,12199.8,D_6,1.0,F_2,G_2,H_2,I_1,J_1,1502.4,0.0,4.0,N_1
entry_4730,3.4,B_3,27901.5,D_6,1.0,F_1,G_6,H_1,I_1,J_1,0.0,0.0,6.5,N_1
entry_4731,4.5,B_3,17942.8,D_6,1.0,F_2,G_8,H_2,I_1,J_1,0.0,0.0,5.5,N_1
entry_4732,4.1,B_6,19463.6,D_1,1.3,F_2,G_6,H_2,I_1,J_1,9999.9,0.0,6.5,N_1
entry_4733,4.4,B_3,27509.4,D_14,0.2,F_1,G_5,H_4,I_1,J_1,0.0,0.0,1.0,N_1
entry_4734,3.9,B_3,11315.1,D_1,1.3,F_2,G_6,H_2,I_1,J_1,0.0,0.0,5.5,N_1
entry_4735,4.5,B_2,24218.4,D_9,0.4,F_2,G_2,H_2,I_1,J_1,0.0,0.0,5.5,N_1
entry_4736,2.6,B_3,10210.6,D_13,0.6,F_2,G_1,H_3,I_1,J_2,0.0,0.0,4.0,N_1
entry_4737,3.2,B_3,29628.2,D_1,1.3,F_2,G_6,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_4738,3.4,B_1,59500.0,D_4,1.4,F_2,G_4,H_3,I_2,J_2,0.0,0.0,4.0,N_1
entry_4739,3.5,B_3,18138.2,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.3,N_1
entry_4740,2.7,B_3,18857.6,D_1,1.3,F_5,G_4,H_1,I_3,J_1,0.0,0.0,4.0,N_13
entry_4741,4.3,B_3,4394.5,D_6,1.0,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_4742,2.3,B_5,43082.8,D_6,1.0,F_5,G_2,H_5,I_2,J_1,0.0,0.0,4.0,N_1
entry_4743,4.5,B_3,11230.5,D_6,1.0,F_3,G_5,H_5,I_2,J_2,0.0,0.0,4.0,N_1
entry_4744,5.1,B_5,19968.8,D_1,1.3,F_2,G_12,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_4745,6.1,B_3,19728.6,D_5,0.5,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_4746,2.3,B_3,16170.8,D_6,1.0,F_1,G_5,H_4,I_1,J_2,0.0,0.0,2.0,N_1
entry_4747,6.7,B_2,11605.7,D_2,0.9,F_3,G_2,H_1,I_1,J_2,327.3,0.0,1.6,N_1
entry_4748,3.6,B_2,13541.6,D_6,1.0,F_2,G_5,H_3,I_1,J_2,0.0,0.0,5.0,N_1
entry_4749,5.5,B_3,33430.8,D_2,0.9,F_2,G_2,H_3,I_1,J_2,0.0,0.0,3.0,N_1
entry_4750,5.9,B_3,9913.1,D_2,0.9,F_7,G_4,H_1,I_1,J_2,0.0,0.0,1.8,N_1
entry_4751,2.9,B_3,18252.1,D_2,0.9,F_1,G_7,H_1,I_4,J_1,0.0,0.0,4.0,N_1
entry_4752,4.4,B_3,15641.3,D_6,1.0,F_2,G_11,H_2,I_1,J_1,0.0,0.0,4.4,N_1
entry_4753,2.5,B_3,14448.3,D_2,0.9,F_5,G_2,H_5,I_1,J_2,0.0,0.0,4.0,N_1
entry_4754,3.2,B_3,6391.0,D_2,0.9,F_3,G_1,H_4,I_3,J_2,0.0,0.0,4.0,N_1
entry_4755,2.1,B_3,9867.8,D_6,1.0,F_1,G_5,H_4,I_1,J_1,0.0,0.0,1.5,N_1
entry_4756,3.6,B_1,4757.0,D_4,1.4,F_1,G_4,H_1,I_1,J_2,0.0,0.0,4.0,N_1
entry_4757,2.2,B_3,25454.7,D_6,1.0,F_1,G_1,H_6,I_2,J_2,0.0,0.0,3.0,N_3
entry_4758,2.9,B_3,14251.9,D_2,0.9,F_1,G_3,H_4,I_1,J_1,0.0,0.0,4.0,N_1
entry_4759,5.0,B_1,35661.9,D_2,0.9,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.8,N_1
entry_4760,3.4,B_4,19826.5,D_1,1.3,F_2,G_12,H_2,I_1,J_1,0.0,0.0,6.0,N_1
entry_4761,3.1,B_3,7351.4,D_2,0.9,F_1,G_6,H_4,I_3,J_2,0.0,0.0,4.0,N_1
entry_4762,2.6,B_3,19510.5,D_2,0.9,F_1,G_6,H_1,I_5,J_1,0.0,0.0,4.0,N_1
entry_4763,3.6,B_3,18172.1,D_13,0.6,F_1,G_9,H_4,I_2,J_1,0.0,0.0,6.0,N_1
entry_4764,5.1,B_4,16070.3,D_2,0.9,F_2,G_1,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_4765,3.3,B_3,32610.4,D_6,1.0,F_2,G_2,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_4766,4.3,B_3,25375.9,D_6,1.0,F_2,G_11,H_3,I_2,J_2,0.0,0.0,4.0,N_1
entry_4767,4.3,B_3,22706.5,D_4,1.4,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.3,N_1
entry_4768,3.6,B_3,18536.0,D_2,0.9,F_2,G_6,H_2,I_1,J_1,0.0,0.0,6.0,N_1
entry_4769,3.5,B_3,25570.2,D_2,0.9,F_1,G_5,H_4,I_1,J_2,0.0,0.0,2.7,N_1
entry_4770,4.9,B_3,14703.2,D_2,0.9,F_2,G_5,H_3,I_3,J_2,0.0,0.0,0.8,N_13
entry_4771,2.8,B_2,16078.6,D_2,0.9,F_1,G_7,H_4,I_1,J_1,0.0,0.0,4.0,N_1
entry_4772,2.8,B_3,11405.3,D_1,1.3,F_1,G_8,H_1,I_1,J_1,0.0,0.0,5.5,N_1
entry_4773,5.5,B_3,18966.4,D_2,0.9,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_4774,4.9,B_2,21176.2,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_4775,3.5,B_3,6629.7,D_1,1.3,F_1,G_4,H_1,I_3,J_2,0.0,0.0,4.0,N_13
entry_4776,5.5,B_3,30837.3,D_6,1.0,F_2,G_2,H_3,I_1,J_2,0.0,0.0,4.0,N_1
entry_4777,2.1,B_3,21908.6,D_2,0.9,F_1,G_5,H_4,I_1,J_1,0.0,0.0,3.5,N_1
entry_4778,2.1,B_3,25951.0,D_2,0.9,F_1,G_3,H_4,I_1,J_1,0.0,0.0,3.6,N_1
entry_4779,2.2,B_3,10263.2,D_2,0.9,F_1,G_7,H_1,I_1,J_1,0.0,0.0,4.1,N_1
entry_4780,2.1,B_3,25490.4,D_2,0.9,F_1,G_7,H_1,I_1,J_2,0.0,0.0,3.0,N_1
entry_4781,5.6,B_3,2872.9,D_3,0.7,F_5,G_10,H_1,I_1,J_2,0.0,0.0,4.0,N_1
entry_4782,5.3,B_3,12210.9,D_2,0.9,F_5,G_1,H_5,I_1,J_2,0.0,187.6,3.8,N_1
entry_4783,5.0,B_1,21131.9,D_4,1.4,F_1,G_4,H_1,I_1,J_1,0.0,0.0,3.8,N_1
entry_4784,3.1,B_3,17918.6,D_1,1.3,F_2,G_6,H_2,I_2,J_1,0.0,0.0,9.0,N_1
entry_4785,3.5,B_3,10297.6,D_4,1.4,F_1,G_2,H_1,I_1,J_1,0.0,0.0,4.0,N_1
entry_4786,2.3,B_3,21167.8,D_6,1.0,F_1,G_10,H_1,I_1,J_1,0.0,0.0,4.0,N_1
entry_4787,4.2,B_3,17393.8,D_2,0.9,F_5,G_6,H_4,I_1,J_2,0.0,0.0,4.0,N_1
entry_4788,3.0,B_3,49641.4,D_10,1.6,F_1,G_4,H_1,I_1,J_1,0.0,0.0,4.0,
entry_4789,2.4,B_3,30329.6,D_6,1.0,F_2,G_1,H_3,I_3,J_2,0.0,0.0,4.0,N_20
entry_4790,4.0,B_3,11516.1,D_2,0.9,F_2,G_8,H_2,I_1,J_1,0.0,0.0,3.0,N_1
entry_4791,2.2,B_3,49602.5,D_6,1.0,F_2,G_10,H_2,I_1,J_1,0.0,0.0,4.0,N_5
entry_4792,3.3,B_3,9612.8,D_3,0.7,F_1,G_7,H_4,I_1,J_1,0.0,0.0,4.0,N_1
entry_4793,3.9,B_1,2472.1,D_6,1.0,F_3,G_1,H_5,I_1,J_2,0.0,0.0,3.5,N_1
entry_4794,4.1,B_3,4808.7,D_9,0.4,F_3,G_7,H_1,I_1,J_1,0.0,159.0,4.0,N_1
entry_4795,2.0,B_3,17506.9,D_6,1.0,F_1,G_1,H_4,I_1,J_1,0.0,0.0,4.0,N_30
entry_4796,4.9,B_3,16018.7,D_5,0.5,F_4,G_5,H_1,I_2,J_2,0.0,0.0,1.6,N_3
entry_4797,3.5,B_3,31489.7,D_9,0.4,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_7
entry_4798,3.5,B_3,14432.2,D_2,0.9,F_3,G_10,H_5,I_1,J_2,0.0,0.0,4.0,N_1
entry_4799,2.2,B_3,21698.4,D_2,0.9,F_1,G_1,H_1,I_4,J_2,0.0,0.0,4.0,N_1
entry_4800,4.7,B_5,32861.0,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_4801,2.7,B_1,2884.8,D_1,1.3,F_1,G_4,H_1,I_1,J_1,0.0,0.0,0.9,N_1
entry_4802,5.8,B_3,9474.1,D_16,0.8,F_2,G_5,H_3,I_1,J_2,0.0,0.0,2.4,N_1
entry_4803,5.2,B_3,17785.8,D_2,0.9,F_3,G_7,H_6,I_1,J_1,0.0,0.0,5.5,N_1
entry_4804,3.2,B_3,34936.5,D_6,1.0,F_2,G_6,H_2,I_2,J_1,0.0,0.0,6.5,N_1
entry_4805,3.9,B_3,34896.0,D_2,0.9,F_2,G_3,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_4806,2.4,B_3,14000.1,D_1,1.3,F_1,G_2,H_1,I_1,J_1,0.0,0.0,4.0,N_1
entry_4807,5.3,,18131.7,D_2,0.9,F_2,,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_4808,2.3,B_3,9828.3,D_1,1.3,F_1,G_2,H_4,I_3,J_1,0.0,0.0,4.0,N_1
entry_4809,2.8,B_3,38811.2,D_14,0.2,F_1,G_9,H_5,I_1,J_1,0.0,0.0,7.7,N_5
entry_4810,7.4,B_3,10159.0,D_11,1.5,F_7,G_1,H_1,I_2,J_2,0.0,0.0,2.0,N_1
entry_4811,3.4,B_6,31437.5,D_6,1.0,F_2,G_6,H_2,I_1,J_1,0.0,0.0,6.0,N_1
entry_4812,5.5,B_3,25536.4,D_6,1.0,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_4813,4.8,B_3,12593.3,D_6,1.0,F_7,G_2,H_5,I_2,J_2,0.0,166.9,3.8,N_1
entry_4814,4.3,B_5,31191.4,D_6,1.0,F_3,G_1,H_1,I_1,J_2,0.0,0.0,4.0,N_1
entry_4815,5.0,B_3,30531.9,D_9,0.4,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_4816,5.3,B_3,30286.8,D_1,1.3,F_2,G_6,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_4817,5.1,B_5,17675.1,D_1,1.3,F_2,G_4,H_2,I_1,J_1,0.0,190.2,4.0,N_1
entry_4818,3.0,B_3,19157.1,D_2,0.9,F_5,G_5,H_4,I_1,J_2,0.0,0.0,3.6,N_1
entry_4819,2.4,B_3,10788.2,D_2,0.9,F_1,G_6,H_1,I_1,J_2,0.0,0.0,4.0,N_1
entry_4820,2.4,B_3,35301.0,D_1,1.3,F_1,G_10,H_1,I_1,J_1,0.0,0.0,6.5,N_1
entry_4821,6.1,B_2,17696.5,D_11,1.5,F_2,G_4,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_4822,4.1,B_3,16083.7,D_3,0.7,F_4,G_10,H_1,I_1,J_1,0.0,0.0,4.0,N_27
entry_4823,3.1,B_4,35114.1,D_2,0.9,F_2,G_11,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_4824,2.3,B_3,13721.4,D_2,0.9,F_2,G_6,H_2,I_2,J_1,0.0,0.0,3.7,N_1
entry_4825,3.0,B_5,15493.5,D_7,1.2,F_1,G_12,H_1,I_2,J_1,0.0,0.0,4.0,N_1
entry_4826,3.1,B_3,21133.4,D_6,1.0,F_2,G_7,H_2,I_1,J_1,240.7,0.0,6.5,N_1
entry_4827,2.4,B_1,16520.1,D_6,1.0,F_2,G_1,H_3,I_1,J_2,0.0,0.0,4.5,N_1
entry_4828,3.6,B_3,9127.5,D_6,1.0,F_1,G_1,H_5,I_3,J_2,0.0,0.0,4.0,N_1
entry_4829,6.0,,25157.2,D_2,0.9,F_7,,H_1,I_1,J_1,0.0,0.0,3.5,N_15
entry_4830,3.0,B_1,29561.2,D_2,0.9,F_5,G_1,H_1,I_1,J_2,0.0,0.0,4.0,N_1
entry_4831,3.3,B_3,14184.1,D_1,1.3,F_2,G_2,H_2,I_2,J_1,517.8,0.0,4.0,N_1
entry_4832,3.5,B_6,34011.0,D_6,1.0,F_2,G_6,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_4833,2.9,B_3,10234.5,D_8,1.1,F_5,G_7,H_1,I_1,J_1,0.0,0.0,4.0,N_1
entry_4834,3.4,B_3,35321.3,D_7,1.2,F_5,G_7,H_1,I_1,J_1,0.0,0.0,6.0,N_1
entry_4835,5.1,B_3,42778.1,D_2,0.9,F_2,G_8,H_2,I_2,J_1,0.0,0.0,4.0,N_1
entry_4836,1.9,B_3,14864.4,D_2,0.9,F_1,G_1,H_4,I_1,J_2,0.0,0.0,4.0,N_1
entry_4837,4.3,B_3,19463.6,D_1,1.3,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.8,N_1
entry_4838,4.4,B_6,5623.6,D_6,1.0,F_1,G_2,H_1,I_2,J_1,220.2,0.0,4.5,N_1
entry_4839,2.9,B_5,25185.4,D_2,0.9,F_1,G_12,H_1,I_2,J_2,0.0,0.0,4.0,N_1
entry_4840,3.3,B_3,17065.1,D_2,0.9,F_1,G_5,H_4,I_1,J_2,105.5,0.0,4.0,N_1
entry_4841,2.6,B_3,14448.3,D_8,1.1,F_3,G_6,H_4,I_1,J_2,59.4,0.0,3.5,N_1
entry_4842,5.1,B_3,4335.4,D_3,0.7,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_4843,4.3,B_3,17613.8,D_1,1.3,F_2,G_2,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_4844,3.0,B_3,16779.0,D_2,0.9,F_1,G_1,H_4,I_1,J_2,0.0,0.0,4.0,N_1
entry_4845,5.3,B_3,16717.0,D_2,0.9,F_7,G_10,H_1,I_2,J_2,0.0,0.0,4.0,N_1
entry_4846,3.6,B_3,15859.2,D_3,0.7,F_2,G_7,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_4847,4.1,B_3,16807.1,D_1,1.3,F_2,G_2,H_2,I_1,J_1,729.8,0.0,5.0,N_1
entry_4848,3.7,B_4,2220.1,D_1,1.3,F_2,G_1,H_2,I_3,J_1,729.8,0.0,4.0,N_13
entry_4849,7.1,B_3,16338.5,D_6,1.0,F_7,G_6,H_1,I_1,J_1,0.0,0.0,3.5,N_1
entry_4850,2.9,B_3,20051.5,D_6,1.0,F_2,G_10,H_2,I_1,J_1,0.0,0.0,3.8,N_1
